Timestamp,Leeftijd,Achtergrond,GestemdePartij,GestemdePartijAnders,Ranking,Renaissance,Les Républicains,Les Écologistes,PS,PCF,Rassemblement National,Reconquête,LFI,C_partij,V0,V1,V2,V4,V5,V3,V6,V7,V8,V9,IdealCoalition,Feedback
28-4-2026 19:41:27,18-20,Lycée,N'a pas voté,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-3,-4,4,3,4,-5,-5,5,Renaissance,A,A,A,B,B,A,B,A,A,B,"{""PCF"":20,""Les Écologistes"":35,""LFI"":45}",Pourquoi avoir exclu l'extrême gauche ? Qui pourrait pourtant sans vote utile représenté un poids significatif ?
28-4-2026 19:42:11,40+,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,2,-5,3,-5,-5,5,Renaissance,A,A,B,A,A,A,A,A,A,A,"{""LFI"":85,""PCF"":15}",Mare de la droite et extreme droite fasciste et des traîtres PS et Verts
28-4-2026 19:42:38,21-25,Licence,Les Écologistes,,Les Écologistes > LFI > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-1,-3,4,2,2,-5,-5,4,Renaissance,A,A,B,B,B,A,A,A,B,B,"{""Les Écologistes"":50,""LFI"":25,""PCF"":25}",
28-4-2026 19:46:02,31-40,Master,LFI,,LFI > PCF > PS > Rassemblement National > Les Écologistes > Reconquête > Les Républicains > Renaissance,-5,-4,-5,1,2,1,-4,3,Les Républicains,A,A,B,A,A,A,A,B,A,A,"{""LFI"":100}",
28-4-2026 19:46:28,21-25,BTS / DUT,PS,,PS > Les Écologistes > PCF > LFI > Renaissance > Les Républicains > Rassemblement National > Reconquête,-2,-4,5,5,4,-5,-5,3,Renaissance,A,B,A,B,B,A,A,A,B,B,"{""PS"":40,""PCF"":15,""LFI"":23,""Les Écologistes"":22}",
28-4-2026 19:47:52,18-20,Licence,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,3,2,4,-5,-5,5,Renaissance,A,A,B,B,B,A,B,A,A,B,"{""LFI"":100}",
28-4-2026 19:48:01,21-25,Master,Divers droite,,Renaissance > PS > Les Républicains > PCF > Rassemblement National > Les Écologistes > LFI > Reconquête,5,1,-4,1,-1,-3,-5,-5,PCF,A,A,A,A,A,A,A,B,A,A,"{""Renaissance"":55,""Les Républicains"":5,""PS"":30,""PCF"":5,""Les Écologistes"":5}","Pour la partie sur les coalitions j'ai pas bien compris le but de certains choix. Certaines coalitions sont tellement absurdes / impensables (ma Q4 je crois de mémoire) que je n'ai pas de relation de pref stricte (ou meme de pref tout court), j'ai répondu car il n'y avait pas de case ""ne sais pas"". Je m'y connais pas encore assez en social choice mais l'axiome de complétude a été mis a rude épreuve :)

 j'ai essayé de répondre intuitivement notamment sur les coalitions précises (avec les %) j'ai pas trop cherché à refléchir si c'était cohérent avec mes notes initiales, probablement pas je suppose haha 
Bon courage pour la suite ! "
28-4-2026 19:48:04,21-25,Master,N'a pas voté,,Les Écologistes > PCF > PS > Renaissance > LFI > Les Républicains > Rassemblement National > Reconquête,-1,-5,5,3,5,-5,-5,-2,Renaissance,A,B,A,B,B,A,A,A,B,B,"{""Les Écologistes"":34,""PS"":33,""PCF"":33}",
28-4-2026 19:50:54,26-30,Master,LFI,,Les Écologistes > LFI > PS > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-3,-4,4,1,1,-5,-5,2,Renaissance,A,A,A,B,B,A,B,A,B,B,"{""Les Écologistes"":40,""PS"":15,""PCF"":10,""LFI"":35}",
28-4-2026 19:53:36,21-25,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,2,1,3,-5,-5,5,Renaissance,A,A,B,A,A,A,A,A,A,B,"{""LFI"":100}",
28-4-2026 19:58:54,21-25,Master,Renaissance,,Les Républicains > Renaissance > PS > Les Écologistes > PCF > Rassemblement National > Reconquête > LFI,5,5,-5,-5,-5,-5,-5,-5,Les Écologistes,A,A,B,B,A,B,A,A,B,A,"{""Renaissance"":50,""Les Républicains"":50}",
28-4-2026 20:00:45,26-30,Master,LFI,,LFI > PCF > Les Écologistes > PS > Les Républicains > Renaissance > Reconquête > Rassemblement National,-5,-5,3,1,4,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,A,"{""LFI"":70,""PCF"":12,""Les Écologistes"":13,""PS"":5}",Impossible de lier LFI ou le PCF aux Républicains mais choix obligatoire pour valider.
28-4-2026 20:00:54,40+,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,3,-2,3,-5,-5,5,PS,A,A,A,B,B,A,A,A,A,A,"{""PS"":15,""PCF"":25,""LFI"":60}",
28-4-2026 20:02:44,31-40,Licence,LFI,,Les Écologistes > LFI > PS > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,0,-3,5,5,5,-5,-5,4,Les Républicains,A,B,A,B,B,A,A,A,A,B,"{""Les Écologistes"":50,""PS"":20,""PCF"":6,""LFI"":24}",
28-4-2026 20:05:03,21-25,Master,LFI,,LFI > PCF > Les Écologistes > PS > Les Républicains > Renaissance > Reconquête > Rassemblement National,-5,-5,1,1,5,-5,-5,5,Renaissance,A,A,B,B,B,B,A,B,B,A,"{""PCF"":40,""LFI"":40,""PS"":5,""Les Écologistes"":15}",
28-4-2026 20:06:06,40+,Licence,LFI,,Les Écologistes > PS > LFI > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,5,2,1,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,A,"{""Les Écologistes"":50,""PS"":12,""PCF"":13,""LFI"":25}",De ce que je me rappelle aux dernières élections présidentielles j'avais voté LFI par message ou barrage. En général je vote ecolo et apparanté. 
28-4-2026 20:09:43,26-30,Master,Divers gauche,,LFI > Les Écologistes > PCF > PS > Renaissance > Rassemblement National > Les Républicains > Reconquête,-5,-5,5,-1,1,-5,-5,5,PS,A,A,A,B,B,A,A,A,B,B,"{""LFI"":40,""Les Écologistes"":40,""PCF"":20}",
28-4-2026 20:12:30,31-40,Master,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-1,-3,3,1,2,-5,-5,5,Renaissance,A,A,B,B,B,A,A,A,B,B,"{""PCF"":10,""Les Écologistes"":20,""LFI"":60,""PS"":10}",
28-4-2026 20:13:09,21-25,Doctorat,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-3,-4,1,-1,2,-5,-5,4,PS,A,A,A,B,B,A,A,A,A,B,"{""LFI"":60,""PCF"":30,""Les Écologistes"":10}",
28-4-2026 20:13:27,31-40,Master,LFI,,Les Écologistes > LFI > PS > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-5,5,4,3,2,3,4,Renaissance,A,A,B,B,B,A,A,A,A,B,"{""Les Écologistes"":70,""PS"":10,""LFI"":15,""PCF"":5}","-Difficile d'avoir un avis et de choisir pour des coalitions qui n'ont aucun sens idéologiquement
-Le choix de coalition dépend de qu'est-ce qu'on prend en compte.
Juste les idées qu'on soutient plus ou on réfléchit aussi en terme de majorité potentielle ?
J'ai opté pour la coalition que je soutiens le plus sans considération pour le reste."
28-4-2026 20:15:54,26-30,Doctorat,LFI,,Les Écologistes > PS > LFI > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-2,-5,3,1,1,-5,-5,1,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""Les Écologistes"":30,""PS"":25,""PCF"":20,""LFI"":25}",
28-4-2026 20:17:11,21-25,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,-1,-1,-1,-5,-5,3,Les Écologistes,A,A,A,B,B,A,A,A,A,A,"{""LFI"":70,""Reconquête"":0,""Rassemblement National"":0,""Les Républicains"":0,""Renaissance"":0,""PCF"":15,""PS"":5,""Les Écologistes"":10}",
28-4-2026 20:24:51,21-25,Licence,LFI,,LFI > PCF > Les Écologistes > PS > Les Républicains > Renaissance > Rassemblement National > Reconquête,-5,-5,3,0,3,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""LFI"":70,""Les Écologistes"":20,""PCF"":10}",
28-4-2026 20:25:48,21-25,Licence,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,2,-1,2,-5,-5,5,PS,A,A,A,B,B,A,A,A,A,A,"{""LFI"":100}",
28-4-2026 20:25:54,21-25,Licence,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-4,4,0,2,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""Les Écologistes"":25,""PCF"":25,""LFI"":50}","Merci pour cette étude.
Je me questionne sur certaines questions : je comprends le fait de choisir les distributions au sein d'une coalition, mais je suis surpris de ne pas voir abordé la notion de ""coalition majoritaire"" ou ""majorité relative"". Un dilemme type ""Coalition LFI ou Coalition LFI+Ecologiques"", par exemple, un électeur LFI n'aurait aucune réelle raison de prendre le second choix si le groupe ""LFI seul"" est majoritaire à l'assemblée, puisqu'il peut gouverner seul. Et même en cas de situations difficile, les écologistes sont toujours présents à l'assemblée, en ""soutien sans participation"". Le second choix serait donc étrange !
Néanmoins, j'imagine que les réponses peuvent surprendre et me donner tort. Je l'espère bien, haha !
Grand merci et bon courage."
28-4-2026 20:28:37,40+,Licence,Rassemblement National,,Reconquête > Rassemblement National > Les Républicains > PCF > PS > Renaissance > Les Écologistes > LFI,-5,4,-4,-4,-3,2,-3,-5,PCF,A,B,A,A,A,A,A,A,B,B,{},
28-4-2026 20:28:59,31-40,Master,Renaissance,,PCF > Renaissance > PS > Les Républicains > Les Écologistes > LFI > Rassemblement National > Reconquête,2,-3,-4,1,4,-5,-5,-5,Les Républicains,A,A,A,B,B,A,B,A,B,B,"{""Renaissance"":51,""PS"":25,""PCF"":25}",
28-4-2026 20:31:32,31-40,Master,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Rassemblement National > Les Républicains > Reconquête,-4,-5,3,-1,3,-5,-5,3,PS,A,B,A,B,B,A,A,A,B,A,"{""LFI"":40,""Les Écologistes"":35,""PCF"":25}",
28-4-2026 20:32:36,26-30,Doctorat,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,4,1,4,-5,-5,5,Renaissance,A,A,A,B,B,A,B,A,B,B,"{""Les Écologistes"":30,""PCF"":20,""LFI"":50}",
28-4-2026 20:33:24,31-40,Master,PS,,PS > PCF > Les Écologistes > LFI > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,1,4,2,-5,-5,-3,LFI,A,B,A,B,B,A,A,A,A,A,"{""Les Écologistes"":30,""PS"":40,""PCF"":30}",
28-4-2026 20:34:54,21-25,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-5,3,1,4,-3,-5,5,Rassemblement National,A,A,B,B,B,A,A,A,A,B,"{""PCF"":30,""Les Écologistes"":10,""LFI"":60}",
28-4-2026 20:35:07,21-25,Master,Renaissance,,Renaissance > PS > Les Républicains > Les Écologistes > PCF > Rassemblement National > LFI > Reconquête,4,2,3,3,1,-4,-5,-5,Rassemblement National,A,A,B,B,B,A,A,A,B,B,"{""Renaissance"":55,""PS"":35,""Les Écologistes"":10}",
28-4-2026 20:37:47,26-30,Master,PS,,PS > Renaissance > Les Écologistes > PCF > Les Républicains > LFI > Reconquête > Rassemblement National,0,-2,1,3,-1,-5,-5,-5,PCF,A,A,A,B,B,A,A,A,A,A,"{""PS"":80,""Les Écologistes"":15,""PCF"":5}",
28-4-2026 20:38:02,21-25,Master,LFI,,Les Écologistes > PCF > PS > LFI > Renaissance > Les Républicains > Rassemblement National > Reconquête,-2,-4,5,3,4,-5,-5,2,Renaissance,A,B,A,B,B,A,A,A,A,B,"{""Les Écologistes"":35,""PS"":20,""PCF"":25,""LFI"":20}",
28-4-2026 20:41:29,26-30,Doctorat,PS,,Les Écologistes > PS > PCF > Renaissance > LFI > Les Républicains > Rassemblement National > Reconquête,-4,-4,1,1,-2,-5,-5,-3,PCF,A,B,A,B,B,A,A,B,B,B,"{""Les Écologistes"":30,""PS"":30,""PCF"":20,""LFI"":20}","Certaines coalitions proposées semblent totalement absurdes et peu plausibles.

Par ailleurs, il y a des variables cachées sous jacentes qui peuvent rendre une coalition plus attractive que des membres individuels :
chaque membre a des sujets sur lequel il est problématique, mais une coalition peut rééquilibrer cela.

(EELV sur le Nucléaire, ou LFI sur la géopolitique)"
28-4-2026 20:43:27,26-30,Master,Renaissance,,Renaissance > Les Républicains > PS > Les Écologistes > PCF > LFI > Rassemblement National > Reconquête,5,1,-4,-1,-4,-5,-5,-5,PS,A,A,A,A,A,A,A,A,A,A,"{""Renaissance"":100}",
28-4-2026 20:46:32,21-25,Licence,Les Écologistes,,Les Écologistes > LFI > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-1,-3,5,4,4,-5,-5,4,Renaissance,A,A,A,B,B,A,A,A,A,A,"{""Les Écologistes"":66,""PS"":10,""PCF"":10,""LFI"":14}",
28-4-2026 20:47:06,26-30,Master,Divers gauche,,PS > Les Écologistes > PCF > Renaissance > LFI > Les Républicains > Rassemblement National > Reconquête,0,-2,4,4,3,-5,-3,-1,LFI,A,A,A,B,B,A,A,A,B,A,"{""Les Écologistes"":32,""PS"":32,""PCF"":22,""LFI"":14}",
28-4-2026 20:49:09,31-40,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Reconquête > Rassemblement National,-2,-4,2,-1,2,-5,-5,4,PS,A,A,A,B,B,A,A,A,A,A,"{""LFI"":50,""PCF"":20,""Les Écologistes"":30}",
28-4-2026 20:50:17,40+,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,-3,-5,-1,-5,-5,3,PCF,A,A,A,A,A,A,A,A,A,A,"{""LFI"":100}","Les coalitions n'ont aucun sens.
Certaines sont impossibles.
Donc les réponses n'ont aucun intérêt statistique.
J'ai choisi LFI-Rec plutôt que PS+Renaissance parce que la première étant impossible -> status quo (aucun consensus ne peut en sortir) et la seconde est néfaste -> négative.
Donc je préfère que rien ne bouge que ça bouge dans le mauvais sens... mais c'est juste un raisonnement par l'absurde qui n'a aucune valeur...
Tout comme la dernière question ou l'on peut fait une coalition d'un seul parti.... J'ai pas regardé la définition dans le dico mais je suis à peu près sûr qu'il faut au moins 2 partis pour faire une coalition..."
28-4-2026 20:50:38,40+,Lycée,LFI,,LFI > Les Écologistes > PS > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,5,5,5,-5,-5,5,Renaissance,A,B,A,B,B,A,A,A,B,B,"{""Les Écologistes"":30,""PS"":20,""PCF"":15,""LFI"":35}",
28-4-2026 20:54:15,31-40,BTS / DUT,N'a pas voté,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Reconquête > Rassemblement National,-5,-5,0,-5,0,-5,-5,5,Renaissance,A,A,A,A,A,A,A,B,A,A,"{""LFI"":100}",
28-4-2026 20:58:57,26-30,Doctorat,LFI,,PS > Les Écologistes > PCF > LFI > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,3,5,3,-5,2,0,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""Les Écologistes"":20,""PS"":60,""PCF"":20}",
28-4-2026 21:06:17,21-25,Master,LFI,,LFI > PCF > Les Écologistes > PS > Les Républicains > Renaissance > Rassemblement National > Reconquête,-5,-5,1,-4,1,-5,-5,5,PS,A,A,A,A,A,A,A,B,A,A,"{""LFI"":80,""PCF"":10,""Les Écologistes"":10}",
28-4-2026 21:15:38,26-30,Licence,PS,,PS > PCF > Les Écologistes > LFI > Renaissance > Les Républicains > Rassemblement National > Reconquête,-2,-3,1,5,4,-5,-5,1,Renaissance,A,A,A,B,B,A,A,A,B,B,"{""Les Écologistes"":25,""PS"":50,""PCF"":25}",
28-4-2026 21:15:59,31-40,Doctorat,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-3,-3,5,2,4,-5,-5,5,Renaissance,A,B,A,B,B,A,A,A,B,B,"{""Les Écologistes"":30,""LFI"":30,""PCF"":20,""PS"":20}",
28-4-2026 21:16:56,40+,BTS / DUT,LFI,,LFI > Les Écologistes > PS > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-5,4,3,3,-5,-5,4,Renaissance,A,B,A,B,B,A,A,A,B,B,"{""PS"":30,""Les Écologistes"":35,""PCF"":10,""LFI"":25}",
28-4-2026 21:20:14,26-30,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-1,-4,5,5,5,-5,-5,5,Renaissance,A,B,A,B,B,A,A,A,B,B,"{""LFI"":25,""PCF"":25,""PS"":25,""Les Écologistes"":25}",
28-4-2026 21:22:51,31-40,Doctorat,Divers gauche,,Les Écologistes > PS > Reconquête > Les Républicains > Renaissance > LFI > PCF > Rassemblement National,-5,-5,-3,-3,-5,-5,-5,-5,Les Écologistes,A,A,B,A,A,B,B,B,B,A,"{""PS"":50,""Les Écologistes"":50}","Ce sondage me fait réaliser à quel point je me désintéresse des partis, je ne sais même pas ce que font les Renaissance et Reconquête. Tout ce qui est à droite penche trop à l’extrême droite, les ecolos sont trop utopistes, et la gauche n’existe pas, mais c’est toujours mieux que rien, parce que l’extrême gauche ne vaut pas mieux… quel enfer"
28-4-2026 21:25:23,21-25,Master,Horizons,,Renaissance > Les Républicains > PS > Les Écologistes > PCF > Rassemblement National > Reconquête > LFI,5,5,1,3,1,-5,-5,-5,Rassemblement National,A,B,A,B,B,B,B,A,B,B,"{""Renaissance"":20,""Les Républicains"":30,""PS"":30,""PCF"":10,""Les Écologistes"":10}",
28-4-2026 21:28:59,26-30,Master,Les Écologistes,,Les Écologistes > PCF > LFI > PS > Renaissance > Rassemblement National > Les Républicains > Reconquête,-4,-5,5,-1,4,-5,-5,4,PS,A,A,A,B,B,A,A,A,B,B,"{""Les Écologistes"":35,""PCF"":30,""LFI"":35}",
28-4-2026 21:39:15,40+,Doctorat,PS,,Les Écologistes > PS > PCF > LFI > Renaissance > Les Républicains > Rassemblement National > Reconquête,-3,-4,5,4,1,-5,-5,0,Renaissance,A,B,A,B,B,A,A,B,A,A,"{""Les Écologistes"":28,""PS"":28,""PCF"":22,""LFI"":22}",Me suis bien amusé ! Encore !
28-4-2026 21:43:13,18-20,Licence,PS,,PS > LFI > Les Écologistes > Renaissance > PCF > Les Républicains > Rassemblement National > Reconquête,-2,-3,-1,4,-2,-5,-5,2,Les Écologistes,A,A,A,B,B,A,A,A,A,A,"{""PS"":50,""LFI"":20,""Renaissance"":25,""Les Écologistes"":5}",
28-4-2026 21:53:57,40+,Master,PS,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,5,3,3,-5,-5,4,Renaissance,A,B,A,A,A,B,A,A,B,B,"{""Les Écologistes"":28,""PS"":18,""LFI"":29,""PCF"":25}",
28-4-2026 21:56:09,21-25,Master,Divers droite,,PS > Renaissance > Les Écologistes > PCF > LFI > Les Républicains > Rassemblement National > Reconquête,3,-3,1,3,1,-5,-5,-2,LFI,A,A,A,B,B,A,B,A,A,B,"{""PS"":31,""Renaissance"":25,""Les Écologistes"":44}",Modem et horizons absent 
28-4-2026 21:56:31,40+,Master,Les Écologistes,,Les Écologistes > PS > LFI > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-1,-5,5,4,3,-5,-5,2,Renaissance,A,A,B,B,B,A,A,A,A,A,"{""Les Écologistes"":40,""PS"":25,""PCF"":15,""LFI"":20}",
28-4-2026 22:09:39,26-30,Master,PS,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-3,-3,3,2,4,-5,-5,4,Renaissance,A,B,A,B,A,A,A,A,B,A,"{""Les Écologistes"":24,""PS"":15,""PCF"":28,""LFI"":33}","Certaines questions n'ont pas de sens politique, par exemple alliance LFI-Renaissance 70/30 vs PCF-Écolo 50/50 : une coalition LFI-Renaissance est impossible donc je ne sais pas répondre face à une coalition réaliste.

Aussi, la question sur la manière dont j'ai voté aux dernières élections nationales ne tient pas compte du fait que tous les partis ne se sont pas présentés, typiquement à gauche avec le NFP."
28-4-2026 22:11:16,31-40,Master,Les Écologistes,,Les Écologistes > LFI > PCF > PS > Renaissance > Les Républicains > Reconquête > Rassemblement National,-4,-5,5,1,2,-5,-5,3,Renaissance,A,A,A,B,B,A,A,A,B,B,"{""Les Écologistes"":50,""PCF"":15,""LFI"":30,""PS"":5}",
28-4-2026 22:11:18,40+,BTS / DUT,LFI,,Les Écologistes > LFI > PS > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,5,1,1,-5,-5,3,Renaissance,A,A,A,B,B,A,B,A,A,B,"{""Les Écologistes"":80,""PS"":5,""LFI"":10,""PCF"":5}",
28-4-2026 22:11:42,31-40,Licence,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,3,1,2,-5,-5,4,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""PCF"":25,""LFI"":51,""Les Écologistes"":24}",L'enfer de voir la composition lfi renaissance ou je sais plus quoi xD
28-4-2026 22:13:14,18-20,Lycée,PS,,Les Écologistes > PS > PCF > LFI > Renaissance > Les Républicains > Rassemblement National > Reconquête,0,-4,4,5,5,-5,-5,3,Les Républicains,A,A,A,B,B,A,A,A,B,B,"{""Les Écologistes"":30,""PS"":30,""PCF"":30,""LFI"":10}",
28-4-2026 22:13:33,31-40,Lycée,Renaissance,,Renaissance > PS > Les Républicains > PCF > Les Écologistes > Rassemblement National > LFI > Reconquête,5,2,-3,2,-1,-5,-5,-5,PCF,A,A,B,B,B,A,A,A,A,B,"{""Renaissance"":80,""PS"":20}",
28-4-2026 22:15:13,21-25,Licence,PS,,PS > Les Écologistes > PCF > LFI > Renaissance > Les Républicains > Rassemblement National > Reconquête,-2,-3,5,5,5,-5,-5,-1,LFI,A,A,A,B,B,A,A,A,A,A,"{""Les Écologistes"":30,""PS"":50,""PCF"":20}","J’ai trouvé les questions et le sujet très très intéressant !! 
Les questions sur les coalitions PS/reconquetes m’ont vraiment surprise -plutôt dans un mauvais sens- mais je suis sûr qu’elles ont un intérêt dans votre travail ! bon courage ! "
28-4-2026 22:15:37,21-25,Licence,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-5,3,-2,1,-5,-5,4,PS,A,B,A,A,A,A,A,A,B,B,"{""LFI"":50,""Les Écologistes"":34,""PCF"":15,""PS"":1}",
28-4-2026 22:16:43,26-30,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-5,1,-2,3,-5,-5,5,PS,A,A,B,A,A,A,A,A,A,A,"{""PCF"":25,""Les Écologistes"":10,""LFI"":65}",
28-4-2026 22:17:06,40+,Master,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,2,0,3,-5,-5,5,Renaissance,A,A,B,B,B,A,A,A,A,B,"{""LFI"":80,""PCF"":10,""Les Écologistes"":10}",Certaines coalitions proposées sont impossibles... 
28-4-2026 22:17:31,31-40,Licence,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-3,1,-2,4,-5,-5,5,PS,A,A,A,A,B,A,A,A,A,B,"{""Les Écologistes"":15,""LFI"":65,""PCF"":20}","Juste un commentaire pour la hiérarchisation des ""topics"" de la première question, pour éviter toutes ambiguïtés (et donc que le sujet est bien conscience de la hiérarchisation), rajouter à l'énoncé de la première question une spécification précise du ""métrique évalué""/""les qualités de l'ordre"" (ex: 1ère position = item le plus préféré)
-> Cela permet de bien spécifier à l'individu/sujet de l'importance de son choix (surtout quand le présupposé de cette question peut/va influer+influencer les autres questions/topics chez le sujet).

Bon courage !"
28-4-2026 22:17:52,26-30,Master,LFI,,LFI > Les Écologistes > PS > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-5,3,2,3,-5,4,5,Renaissance,A,A,B,B,B,A,A,A,A,A,"{""LFI"":100}",
28-4-2026 22:18:23,26-30,Licence,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-5,3,1,2,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""PCF"":34,""LFI"":33,""Les Écologistes"":33}",
28-4-2026 22:20:51,26-30,Master,PS,,PS > Les Écologistes > PCF > Renaissance > Les Républicains > Rassemblement National > LFI > Reconquête,1,-1,1,5,2,-5,-5,-3,Les Républicains,A,A,A,B,B,A,A,A,A,A,"{""PS"":70,""Les Écologistes"":20,""PCF"":10}",
28-4-2026 22:22:06,21-25,Master,LFI,,Les Écologistes > PS > LFI > PCF > Renaissance > Les Républicains > Rassemblement National > Reconquête,0,-3,5,5,3,-5,-5,1,Les Républicains,A,A,B,B,B,B,B,A,B,B,"{""PS"":40,""Les Écologistes"":25,""PCF"":9,""LFI"":30}",
28-4-2026 22:22:25,21-25,Licence,LFI,,LFI > PCF > Les Écologistes > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-4,-5,2,-2,3,-5,-5,5,PS,A,A,A,B,B,A,A,A,A,A,"{""LFI"":40,""PCF"":30,""Les Écologistes"":30}",
28-4-2026 22:23:43,40+,Doctorat,LFI,,Les Écologistes > PCF > PS > LFI > Renaissance > Les Républicains > Rassemblement National > Reconquête,-2,-3,-3,-4,5,-5,-5,5,Renaissance,A,B,A,B,B,A,A,A,B,B,"{""Les Écologistes"":40,""PS"":20,""PCF"":30,""LFI"":10}",
28-4-2026 22:24:43,21-25,Licence,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,3,2,3,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,B,"{""LFI"":70,""PCF"":15,""Les Écologistes"":15}",
28-4-2026 22:26:00,26-30,Master,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-3,-4,5,2,2,-5,-5,4,Renaissance,A,B,A,B,B,A,A,A,B,B,"{""Les Écologistes"":35,""PS"":10,""PCF"":20,""LFI"":35}",
28-4-2026 22:26:23,26-30,Licence,LFI,,LFI > Les Écologistes > PCF > PS > Renaissance > Les Républicains > Rassemblement National > Reconquête,-5,-5,3,1,2,-5,-5,5,Renaissance,A,A,A,B,B,A,A,A,A,A,"{""LFI"":60,""PCF"":20,""Les Écologistes"":20}",Aucune coalition de gauche avec le PS en tout cas 
28-4-2026 22:27:16,26-30,Master,LFI,,LFI > PCF > Les Écologistes > PS > Les Républicains > Renaissance > Rassemblement National > Reconquête,-3,-3,2,0,4,-5,-5,5,Renaissance,A,A,B,B,B,A,A,A,A,B,"{""LFI"":60,""PCF"":40}",
